Te_requested_eV,ne_requested_cm-3,DeltaTe_requested_eV,Te_old_grid_eV,Te_new_grid_eV,DeltaTe_actual_eV,ne_grid_cm-3,ti_old,ti_new,ni,ratio_QSS_old,ratio_QSS_new,initial_ratio_error_percent_signed,peak_ratio_error_percent_abs,peak_ratio_error_percent_signed,t_peak_ratio_ns,peak_Halpha_error_percent_abs,peak_Hbeta_error_percent_abs,last_t_ratio_abs_error_gt_1pct_us,last_t_ratio_abs_error_gt_5pct_us,last_t_ratio_abs_error_gt_10pct_us,censored_gt_1pct,censored_gt_5pct,censored_gt_10pct,tau_slow_us,tau_fast_ns,M_tau_slow_over_tau_fast,last_t_ratio_abs_error_gt_10pct_display
2.023589647725157,1000000000000.0,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,1000000000000.0,15,21,0,4.966119760686789,4.685313695022262,5.9933247578034825,49.54766351086064,49.54766351086064,15.106253137845188,522.8151049986825,417.8195856050258,1000.0,1000.0,1000.0,True,True,True,11318.4513412937,32.6913114722059,346222.0030822755,>1e+03 us (censored at t_max)
2.023589647725157,2682695795279.7275,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,2682695795279.7275,15,21,1,5.244760550808367,4.973332657614092,5.457666154278433,58.166553050333,58.166553050333,14.80269126739507,504.64560853196224,327.55108935240844,1000.0,1000.0,1000.0,True,True,True,3779.9375118905546,19.26259680733791,196231.98002309952,>1e+03 us (censored at t_max)
2.023589647725157,7196856730011.528,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,7196856730011.528,15,21,2,5.39975561927348,5.128217318313704,5.29498428216103,79.59444094495657,79.59444094495657,29.576166589932505,465.9416696226488,217.07342976405127,1000.0,1000.0,1000.0,True,True,True,1233.8399788511456,10.817353005078232,114061.17358580387,>1e+03 us (censored at t_max)
2.023589647725157,19306977288832.457,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,19306977288832.457,15,21,3,5.224334955246503,4.93613339629721,5.83860961224186,119.6792132464081,119.6792132464081,74.42922330043758,393.1108411741999,124.4685939498022,1000.0,1000.0,1000.0,True,True,True,390.3231377626265,7.092107017609072,55036.2729712748,>1e+03 us (censored at t_max)
2.023589647725157,51794746792312.02,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,51794746792312.02,15,21,4,4.81641667960031,4.513745152097349,6.7055519818685365,132.3346422924864,132.3346422924864,44.802536798294895,282.2856055963498,70.87825529152238,630.3753153071268,435.79130123970214,362.341632332315,False,False,False,119.30732705523606,4.47640205032073,26652.50478264967,362 us
2.023589647725157,138949549437313.6,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,138949549437313.6,15,21,5,4.458735182246789,4.151211569274449,7.408044804280801,105.25537580203816,105.25537580203816,23.48234600554277,169.60019230885257,68.95254876082872,173.1717133723353,114.3184250129148,90.76446072885356,False,False,False,35.26184097172855,2.3527660066334155,14987.398182526827,90.8 us
2.023589647725157,372759372031493.8,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,372759372031493.8,15,21,6,4.253804369652089,3.9440041323104023,7.854967361816737,66.95024315307685,66.95024315307685,14.80269126739507,92.1678309356316,69.10266979077613,41.422324724838894,26.111611009174624,19.796717529513284,False,False,False,9.804761844663176,1.7565414072585348,5581.856370790394,19.8 us
2.023589647725157,1000000000000000.0,0.6,2.023589647725157,2.6826957952797255,0.6591061475545685,1000000000000000.0,15,21,7,4.156168702637515,3.843990371985652,8.12120480131705,42.44478549955751,42.44478549955751,0.3213764344100275,82.92004376478187,69.18054520472165,9.46132375589076,5.193149936590212,3.5901303770070685,False,False,False,2.590791762496488,1.317801119199103,1965.996025311504,3.59 us
2.120950887920191,1000000000000.0,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,1000000000000.0,16,21,0,4.909723285604908,4.685313695022262,4.789638542688408,40.43377866692949,40.43377866692949,16.551390306833433,337.16653258117157,269.45433375361307,1000.0,1000.0,1000.0,True,True,True,11318.4513412937,32.6913114722059,346222.0030822755,>1e+03 us (censored at t_max)
2.120950887920191,2682695795279.7275,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,2682695795279.7275,16,21,1,5.1896868673153485,4.973332657614092,4.350286308920485,47.51995649438599,47.51995649438599,17.00046975206718,325.6519279978552,211.37139807297177,1000.0,1000.0,1000.0,True,True,True,3779.9375118905546,19.26259680733791,196231.98002309952,>1e+03 us (censored at t_max)
2.120950887920191,7196856730011.528,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,7196856730011.528,16,21,2,5.344537740788225,5.128217318313704,4.218238211200688,67.27506201123771,67.27506201123771,37.2513730080021,300.8545245145195,140.16246016362612,1000.0,1000.0,1000.0,True,True,True,1233.8399788511456,10.817353005078232,114061.17358580387,>1e+03 us (censored at t_max)
2.120950887920191,19306977288832.457,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,19306977288832.457,16,21,3,5.166499500848914,4.93613339629721,4.666934340237003,96.1909669553336,96.1909669553336,74.42922330043758,253.9286657959515,80.40008227113215,1000.0,1000.0,1000.0,True,True,True,390.3231377626265,7.092107017609072,55036.2729712748,>1e+03 us (censored at t_max)
2.120950887920191,51794746792312.02,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,51794746792312.02,16,21,4,4.756598261292283,4.513745152097349,5.3803017452611295,99.27912069065871,99.27912069065871,44.802536798294895,182.37287953690833,55.00933058476627,574.8030158125339,379.4532847236942,301.2714070881158,False,False,False,119.30732705523606,4.47640205032073,26652.50478264967,301 us
2.120950887920191,138949549437313.6,0.6,2.120950887920191,2.6826957952797255,0.5617449073595346,138949549437313.6,16,21,5,4.398558193794584,4.151211569274449,5.958420099589548,74.26097034799957,74.26097034799957,22.423396832198453,109.54597116724672,54.48419927391487,157.90533144741727,99.53962309984244,75.46672630843871,False,False,False,35.26184097172855,2.3527660066334155,14987.398182526827,75.5 us
