t_s,Halpha_CR,Hbeta_CR,Halpha_over_Hbeta_CR,Halpha_QSS_new,Hbeta_QSS_new,Halpha_over_Hbeta_QSS_new,err_Halpha_frac,err_Hbeta_frac,err_Halpha_over_Hbeta_frac
0.0,679696113198372.4,166864288527711.84,4.073346784956281,566095640843149.9,141329417069227.44,4.00550467540568,0.20067363915048797,0.18067626675327367,0.01693721891455042
1e-13,679696395643523.1,166863806934082.53,4.073360233906378,566095640843149.9,141329417069227.44,4.00550467540568,0.20067413808588047,0.18067285915675696,0.016940576531426832
1.0533104453709382e-13,679696410793052.2,166863781270895.56,4.073360951167689,566095640843149.9,141329417069227.44,4.00550467540568,0.20067416484731093,0.1806726775725723,0.01694075560032549
1.1094628943275241e-13,679696426760291.5,166863754240745.94,4.073361706699025,566095640843149.9,141329417069227.44,4.00550467540568,0.20067419305321482,0.18067248631621402,0.01694094422358208
1.1686088553466496e-13,679696443589934.4,166863725770882.0,4.073362502544232,566095640843149.9,141329417069227.44,4.00550467540568,0.20067422278254263,0.18067228487291562,0.016941142911455893
1.2309079138896017e-13,679696461329177.1,166863695784686.2,4.073363340856531,566095640843149.9,141329417069227.44,4.00550467540568,0.20067425411866585,0.18067207270055663,0.01694135220151211
1.2965281629896688e-13,679696480027864.6,166863664201470.3,4.073364223904388,566095640843149.9,141329417069227.44,4.00550467540568,0.20067428714963473,0.1806718492282143,0.01694157266008815
1.3656466567946123e-13,679696499738647.2,166863630936259.75,4.07336515407773,566095640843149.9,141329417069227.44,4.00550467540568,0.20067432196845544,0.18067161385463637,0.016941804883844527
1.4384498882876602e-13,679696520517145.4,166863595899566.56,4.073366133894463,566095640843149.9,141329417069227.44,4.00550467540568,0.2006743586733806,0.18067136594663594,0.016942049501392633
1.5151342924760515e-13,679696542422126.4,166863558997150.5,4.073367166007369,566095640843149.9,141329417069227.44,4.00550467540568,0.20067439736822193,0.18067110483740031,0.016942307175016783
1.595906776404731e-13,679696565515691.4,166863520129767.38,4.073368253211373,566095640843149.9,141329417069227.44,4.00550467540568,0.2006744381626802,0.18067082982471058,0.01694257860248779
1.6809852774253655e-13,679696589863475.0,166863479192904.16,4.073369398451204,566095640843149.9,141329417069227.44,4.00550467540568,0.20067448117269807,0.18067054016906728,0.016942864518976166
1.7705993512269016e-13,679696615534858.9,166863436076500.44,4.073370604829474,566095640843149.9,141329417069227.44,4.00550467540568,0.20067452652083717,0.18067023509171953,0.016943165699069045
1.8649907912142943e-13,679696642603196.4,166863390664654.75,4.073371875615199,566095640843149.9,141329417069227.44,4.00550467540568,0.20067457433667527,0.18066991377258704,0.016943482958897117
1.9644142809066268e-13,679696671146056.1,166863342835315.7,4.073373214252796,566095640843149.9,141329417069227.44,4.00550467540568,0.2006746247572362,0.18066957534807462,0.0169438171583815
2.0691380811147902e-13,679696701245478.2,166863292459956.7,4.073374624371563,566095640843149.9,141329417069227.44,4.00550467540568,0.2006746779274427,0.18066921890877102,0.016944169203599497
