t_s,Halpha_CR,Hbeta_CR,Halpha_over_Hbeta_CR,Halpha_QSS_new,Hbeta_QSS_new,Halpha_over_Hbeta_QSS_new,err_Halpha_frac,err_Hbeta_frac,err_Halpha_over_Hbeta_frac
0.0,679696113198372.5,166864288527711.88,4.073346784956281,261252984721983.03,68762622488007.04,3.7993458549017447,1.601677886749057,1.4266713875959989,0.07211792253685799
1e-13,679704603529813.2,166863304899058.1,4.0734216785469535,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017103852540973,1.4266570828964662,0.07213763476984031
1.0533104453709382e-13,679705056773710.9,166863252540692.94,4.07342567296506,261252984721983.03,68762622488007.04,3.7993458549017447,1.601712120139148,1.4266563214600452,0.07213868611348184
1.1094628943275241e-13,679705534248101.2,166863197399645.12,4.0734298805276685,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017139477714366,1.4266555195556703,0.0721397935574391
1.1686088553466496e-13,679706037252139.9,166863139328486.44,4.073434312619948,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017158731237504,1.426654675039324,0.07214096009832512
1.2309079138896017e-13,679706567155050.0,166863078172026.44,4.073438981236525,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017179014370755,1.426653785654106,0.0721421888931638
1.2965281629896688e-13,679707125399947.5,166863013766908.7,4.073443899014265,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017200382352372,1.4266528490243584,0.07214348326801871
1.3656466567946123e-13,679707713507877.6,166862945941186.5,4.073449079266834,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017222893403518,1.4266518626494975,0.07214484672708955
1.4384498882876602e-13,679708333082076.5,166862874513877.25,4.073454536021122,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017246608891382,1.4266508238975322,0.07214628296229843
1.5151342924760515e-13,679708985812477.5,166862799294493.88,4.073460284055695,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017271593501672,1.4266497299982501,0.07214779586341172
1.595906776404731e-13,679709673480461.1,166862720082553.38,4.073466338941273,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017297915420419,1.4266485780360703,0.07214938952869228
1.6809852774253655e-13,679710397963882.8,166862636667059.56,4.073472717083493,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017325646526435,1.4266473649425202,0.07215106827615653
1.7705993512269016e-13,679711161242376.5,166862548825960.78,4.073479435767949,261252984721983.03,68762622488007.04,3.7993458549017447,1.6017354862594322,1.426646087488351,0.07215283665542825
1.8649907912142943e-13,679711965402965.5,166862456325579.88,4.073486513207742,261252984721983.03,68762622488007.04,3.7993458549017447,1.601738564350922,1.4266447422752462,0.07215469946025403
